NOSE_x,NOSE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,LEFT_EYE_x,LEFT_EYE_y,RIGHT_EYE_x,RIGHT_EYE_y,label
0.5403953790664673,0.5020962953567505,0.7619315385818481,0.8674208521842957,0.29509323835372925,0.8349853157997131,0.6698195934295654,1.6774630546569824,0.36690616607666016,1.6772366762161255,0.6340541243553162,0.4806622564792633,0.44438594579696655,0.47806012630462646,0.5880872011184692,0.43983960151672363,0.48720845580101013,0.43869686126708984,looks good
0.5211400389671326,0.45839738845825195,0.72364741563797,0.7837404608726501,0.3276218771934509,0.7964956760406494,0.652163028717041,1.560880422592163,0.3856469392776489,1.5682318210601807,0.5970888137817383,0.42933857440948486,0.43561428785324097,0.4512490928173065,0.5580002069473267,0.3953719139099121,0.4698350429534912,0.4043750762939453,looks good
0.5220796465873718,0.45791947841644287,0.7245703935623169,0.7942911982536316,0.32217666506767273,0.8069185614585876,0.6494874954223633,1.571065902709961,0.38208311796188354,1.5760165452957153,0.595490038394928,0.43003174662590027,0.43603038787841797,0.4533582925796509,0.5583061575889587,0.39561259746551514,0.47097867727279663,0.4058946371078491,looks good
0.5058642625808716,0.43256449699401855,0.7594442963600159,0.7090673446655273,0.27839335799217224,0.7059056162834167,0.6523422598838806,1.5732249021530151,0.34910422563552856,1.568670630455017,0.6118322610855103,0.37481701374053955,0.4180600047111511,0.37943994998931885,0.5581729412078857,0.3532130718231201,0.4556151330471039,0.3551524877548218,looks good
0.5385750532150269,0.5001704692840576,0.7624735236167908,0.8618293404579163,0.29896247386932373,0.8218389749526978,0.6656313538551331,1.6611608266830444,0.3812203109264374,1.6096605062484741,0.6314481496810913,0.48174425959587097,0.44266262650489807,0.480513334274292,0.5833853483200073,0.4400714635848999,0.48522594571113586,0.43777239322662354,looks good
0.5208717584609985,0.45090457797050476,0.7201406955718994,0.7812393307685852,0.31974032521247864,0.8029947876930237,0.6454167366027832,1.5530470609664917,0.3815189599990845,1.5602803230285645,0.5975976586341858,0.4294792711734772,0.4346869885921478,0.44894158840179443,0.5584166049957275,0.39225876331329346,0.4695607125759125,0.39752888679504395,looks good
0.5207086205482483,0.5066068172454834,0.7594526410102844,0.8784788846969604,0.2919301986694336,0.8505838513374329,0.6636510491371155,1.6339950561523438,0.3779306411743164,1.626579761505127,0.617221474647522,0.4820239543914795,0.4299653470516205,0.4883909523487091,0.5684219002723694,0.4452749490737915,0.4670352637767792,0.4460031986236572,looks good
0.5221574902534485,0.45719435811042786,0.7179268598556519,0.7809277176856995,0.3203696608543396,0.800451397895813,0.6417509913444519,1.548887014389038,0.37402087450027466,1.5548176765441895,0.5955445766448975,0.43288007378578186,0.4351971745491028,0.44984495639801025,0.558660089969635,0.3968926668167114,0.47111573815345764,0.40245530009269714,looks good
0.5142794251441956,0.5410100221633911,0.7470721006393433,0.8722431063652039,0.30348145961761475,0.8389399647712708,0.6461841464042664,1.6089634895324707,0.37096506357192993,1.5986992120742798,0.6077857613563538,0.5112130641937256,0.43335869908332825,0.5115200281143188,0.5615615844726562,0.4782303273677826,0.4667368531227112,0.4778459370136261,looks good
0.5214238166809082,0.5321162939071655,0.7494597434997559,0.8776070475578308,0.29687148332595825,0.8430657386779785,0.6603222489356995,1.614643931388855,0.3669781982898712,1.6145561933517456,0.6060839891433716,0.5060520172119141,0.43120571970939636,0.5110187530517578,0.5648261308670044,0.472808837890625,0.4718792140483856,0.4757702350616455,looks good
